200.56,0.25451
202.73,0.2373
204.9,0.2352
207.07,0.24612
209.24,0.24192
211.41,0.24024
213.57,0.23352
215.74,0.23478
217.91,0.23604
220.07,0.2436
222.24,0.24108
224.4,0.25157
226.57,0.2499
228.73,0.24948
230.9,0.2499
233.06,0.25409
235.22,0.25787
237.38,0.25787
239.55,0.26123
241.71,0.26795
243.87,0.26753
246.03,0.26165
248.19,0.28433
250.35,0.27215
252.51,0.29987
254.66,0.30197
256.82,0.29735
258.98,0.32087
261.14,0.34607
263.3,0.38303
265.45,0.41243
267.61,0.44855
269.76,0.51155
271.92,0.58043
274.07,0.66737
276.22,0.71315
278.38,0.77026
280.53,0.85384
282.68,0.90718
284.83,0.9265
286.99,0.9391
289.14,1
291.29,0.99034
293.44,0.89626
295.58,0.67955
297.73,0.51911
299.88,0.40655
302.03,0.36203
304.18,0.34061
306.33,0.31583
308.47,0.31499
310.62,0.29735
312.76,0.27719
314.91,0.28811
317.05,0.27131
319.2,0.27131
321.34,0.27425
323.49,0.26123
325.63,0.26375
327.77,0.26963
329.91,0.26753
332.05,0.28265
334.19,0.26291
336.33,0.26207
338.48,0.27047
340.62,0.26879
342.75,0.28433
344.89,0.27971
347.03,0.28391
349.17,0.28013
351.31,0.28727
353.44,0.29693
355.58,0.30197
357.71,0.29819
359.85,0.31079
361.98,0.30827
364.12,0.33053
366.25,0.34229
368.39,0.36245
370.52,0.37967
372.65,0.38177
374.78,0.41621
376.91,0.42209
379.05,0.46157
381.18,0.45863
383.31,0.46703
385.44,0.45611
387.57,0.47207
389.69,0.45443
391.82,0.41999
393.95,0.37589
396.08,0.34187
398.2,0.34229
400.33,0.31835
402.46,0.31079
404.58,0.32087
406.71,0.31415
408.83,0.31835
410.96,0.32213
413.08,0.32255
415.2,0.33725
417.33,0.33767
419.45,0.34271
421.57,0.33137
423.69,0.34229
425.81,0.33851
427.93,0.36539
430.05,0.35489
432.17,0.36035
434.29,0.34859
436.41,0.37211
438.53,0.37463
440.64,0.37925
442.76,0.39857
444.88,0.40529
446.99,0.41495
449.11,0.41789
451.23,0.42335
453.34,0.43469
455.45,0.43847
457.57,0.44771
459.68,0.45233
461.8,0.46955
463.91,0.45443
466.02,0.45359
468.13,0.45443
470.24,0.44771
472.35,0.44519
474.46,0.44897
476.57,0.44225
478.68,0.42587
480.79,0.41957
482.9,0.43091
485.01,0.41243
487.12,0.40403
489.22,0.39017
491.33,0.38177
493.43,0.38681
495.54,0.37631
497.65,0.35363
499.75,0.35405
501.85,0.35027
503.96,0.34901
506.06,0.35279
508.16,0.34145
510.27,0.32003
512.37,0.31961
514.47,0.30827
516.57,0.29273
518.67,0.27887
520.77,0.26459
522.87,0.24528
524.97,0.26543
527.07,0.25409
529.17,0.2415
531.26,0.24318
533.36,0.23394
535.46,0.2268
537.56,0.23352
539.65,0.23352
541.75,0.22344
543.84,0.22008
545.94,0.22386
548.03,0.2142
550.13,0.2268
552.22,0.22302
554.31,0.21168
556.4,0.21336
558.5,0.22344
560.59,0.22512
562.68,0.22932
564.77,0.2163
566.86,0.21252
568.95,0.22176
571.04,0.20412
573.13,0.20328
575.21,0.20076
577.3,0.19908
579.39,0.20328
581.48,0.20496
583.56,0.20748
585.65,0.19572
587.74,0.19908
589.82,0.19404
591.9,0.18564
593.99,0.18396
596.07,0.20034
598.16,0.18648
